"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Prueba2-Ldonovani.gff","Prueba2-Linfantum.gff","Prueba2-LmajorFriedlin.gff","Prueba2-Tbruceigambiense.gff","Prueba2-TcruziCLBrenerEsmeraldo-like.gff","Prueba2-TcruziCLBrenerNon-Esmeraldo-like.gff","Prueba2-Tevansis.gff"
"group_8744","","","2","2","1","1","32","1","2682","","1493","1493","1493","","","","Tbg972.10.10050","","","TevSTIB805.10.8720"
"group_8746","","","2","2","1","1","29","1","2684","","1640","1640","1640","","","","Tbg972.10.10800","","","TevSTIB805.10.9420"
"group_8747","","","2","2","1","1","28","1","2685","","866","866","866","","","","Tbg972.10.10810","","","TevSTIB805.10.9430"
"group_8748","","","2","2","1","1","27","1","2686","","1298","1298","1298","","","","Tbg972.10.10870","","","TevSTIB805.10.9460"
"group_8749","","","2","2","1","1","26","1","2687","","4994","4994","4994","","","","Tbg972.10.10900","","","TevSTIB805.10.9470"
"group_8750","","","2","2","1","1","25","1","2688","","1235","1235","1235","","","","Tbg972.10.10940","","","TevSTIB805.10.9500"
"group_8751","","","2","2","1","1","23","1","2690","","1256","1256","1256","","","","Tbg972.10.11220","","","TevSTIB805.10.9740"
"group_8753","","","2","2","1","1","21","1","2692","","1475","1475","1475","","","","Tbg972.10.11540","","","TevSTIB805.10.10020"
"group_8754","","","2","2","1","1","19","1","2693","","752","752","752","","","","Tbg972.10.11570","","","TevSTIB805.10.10030"
"group_8756","","","2","2","1","1","16","1","2695","","2354","2354","2354","","","","Tbg972.10.11940","","","TevSTIB805.10.10350"
"group_8757","","","2","2","1","1","15","1","2696","","2639","2639","2639","","","","Tbg972.10.11950","","","TevSTIB805.10.10360"
"group_8758","","","2","2","1","1","14","1","2697","","302","302","302","","","","Tbg972.10.12240","","","TevSTIB805.10.10620"
"group_8766","","","2","2","1","1","3037","1","2708","","1151","1151","1151","","","","Tbg972.10.12960","","","TevSTIB805.10.11280"
"group_8767","","","2","2","1","1","3033","1","2740","","2711","2744","2727","","","","Tbg972.10.13130","","","TevSTIB805.10.11440"
"group_8769","","","2","2","1","1","3032","1","2738","","1712","1712","1712","","","","Tbg972.10.13230","","","TevSTIB805.10.11450"
"group_8779","","","2","2","1","1","3020","1","2736","","1013","1013","1013","","","","Tbg972.10.13870","","","TevSTIB805.10.12070"
"group_8780","","","2","2","1","1","3018","1","2734","","353","353","353","","","","Tbg972.10.13890","","","TevSTIB805.10.12090"
"group_8781","","","2","2","1","1","3016","1","2732","","2270","2270","2270","","","","Tbg972.10.14140","","","TevSTIB805.10.12310"
"group_8782","","","2","2","1","1","3015","1","2731","","668","668","668","","","","Tbg972.10.14170","","","TevSTIB805.10.12320"
"group_8783","","","2","2","1","1","3014","1","2730","","2531","2531","2531","","","","Tbg972.10.14180","","","TevSTIB805.10.12330"
"group_8784","","","2","2","1","1","3013","1","2729","","389","389","389","","","","Tbg972.10.14210","","","TevSTIB805.10.12340"
"group_8789","","","2","2","1","1","3006","1","2722","","617","617","617","","","","Tbg972.10.15000","","","TevSTIB805.10.13050"
"group_8795","","","2","2","1","1","5559","1","1932","","3263","3263","3263","","","","Tbg972.10.15520","","","TevSTIB805.10.13490"
"group_8796","","","2","2","1","1","5560","1","1933","","1322","1322","1322","","","","Tbg972.10.15530","","","TevSTIB805.10.13500"
"group_8797","","","2","2","1","1","5562","1","1934","","3629","3629","3629","","","","Tbg972.10.15760","","","TevSTIB805.10.13690"
"group_8798","","","2","2","1","1","5565","1","1939","","1454","1454","1454","","","","Tbg972.10.16220","","","TevSTIB805.10.14080"
"group_8800","","","2","2","1","1","5567","1","1941","","1148","1148","1148","","","","Tbg972.10.16420","","","TevSTIB805.10.14240"
"group_8802","","","2","2","1","1","5548","1","1977","","464","464","464","","","","Tbg972.10.16460","","","TevSTIB805.10.14830"
"group_8805","","","2","2","1","1","5546","1","2294","","533","533","533","","","","Tbg972.10.16660","","","TevSTIB805.10.15000"
"group_8807","","","2","2","1","1","5580","1","2297","","2042","2042","2042","","","","Tbg972.10.16950","","","TevSTIB805.10.14490"
"group_8809","","","2","2","1","1","5577","1","1968","","2693","2693","2693","","","","Tbg972.10.17200","","","TevSTIB805.10.14710"
"group_8810","","","2","2","1","1","5576","1","1969","","1391","1391","1391","","","","Tbg972.10.17210","","","TevSTIB805.10.14720"
"group_8811","","","2","2","1","1","5575","1","1970","","392","392","392","","","","Tbg972.10.17250","","","TevSTIB805.10.14760"
"group_8812","","","2","2","1","1","5574","1","1975","","224","224","224","","","","Tbg972.10.17260","","","TevSTIB805.10.14770"
"group_8817","","","2","2","1","1","5544","1","2292","","1262","1262","1262","","","","Tbg972.10.17620","","","TevSTIB805.10.15240"
"group_8818","","","2","2","1","1","5543","1","2291","","1013","1013","1013","","","","Tbg972.10.17640","","","TevSTIB805.10.15250"
"group_8819","","","2","2","1","1","5542","1","2290","","1922","1922","1922","","","","Tbg972.10.17930","","","TevSTIB805.10.15520"
"group_8820","","","2","2","1","1","5440","1","2112","","1163","1163","1163","","","","Tbg972.10.17970","","","TevSTIB805.10.15560"
"group_8821","","","2","2","1","1","5439","1","2111","","482","482","482","","","","Tbg972.10.17980","","","TevSTIB805.10.15570"
"group_8822","","","2","2","1","1","5438","1","2110","","857","857","857","","","","Tbg972.10.18140","","","TevSTIB805.10.15690"
"group_8823","","","2","2","1","1","5436","1","2109","","1298","1298","1298","","","","Tbg972.10.18180","","","TevSTIB805.10.15720"
"group_8829","","","2","2","1","1","5429","1","2107","","719","719","719","","","","Tbg972.10.18490","","","TevSTIB805.10.16000"
"group_8830","","","2","2","1","1","5428","1","2106","","2255","2255","2255","","","","Tbg972.10.18560","","","TevSTIB805.10.16060"
"group_8831","","","2","2","1","1","5427","1","2105","","1187","1187","1187","","","","Tbg972.10.18570","","","TevSTIB805.10.16070"
"group_8832","","","2","2","1","1","5424","1","2104","","314","314","314","","","","Tbg972.10.18690","","","TevSTIB805.10.16130"
"group_8833","","","2","2","1","1","5422","1","2102","","5306","5309","5307","","","","Tbg972.10.18750","","","TevSTIB805.10.16170"
"group_8835","","","2","2","1","1","5420","1","2101","","1172","1172","1172","","","","Tbg972.10.18840","","","TevSTIB805.10.16240"
"group_8836","","","2","2","1","1","5419","1","2100","","1664","1664","1664","","","","Tbg972.10.18850","","","TevSTIB805.10.16250"
"group_8839","","","2","2","1","1","5416","1","2099","","1691","1691","1691","","","","Tbg972.10.19000","","","TevSTIB805.10.16410"
"group_8840","","","2","2","1","1","5415","1","2098","","392","392","392","","","","Tbg972.10.19010","","","TevSTIB805.10.16420"
"group_8841","","","2","2","1","1","5414","1","2097","","2114","2114","2114","","","","Tbg972.10.19080","","","TevSTIB805.10.16470"
"group_8842","","","2","2","1","1","5413","1","2096","","1739","1766","1752","","","","Tbg972.10.19090","","","TevSTIB805.10.16480"
"group_8845","","","2","2","1","1","3701","1","1395","","2075","2075","2075","","","","Tbg972.11.510","","","TevSTIB805.11_01.480"
"group_8846","","","2","2","1","1","3702","1","1396","","842","842","842","","","","Tbg972.11.520","","","TevSTIB805.11_01.490"
"group_8848","","","2","2","1","1","3706","1","1400","","1037","1037","1037","","","","Tbg972.11.780","","","TevSTIB805.11_01.770"
"group_8849","","","2","2","1","1","3707","1","1401","","3026","3026","3026","","","","Tbg972.11.1540","","","TevSTIB805.11_01.1440"
"group_8850","","","2","2","1","1","3708","1","1402","","4343","4343","4343","","","","Tbg972.11.1550","","","TevSTIB805.11_01.1450"
"group_8857","","","2","2","1","1","3717","1","1405","","4574","4574","4574","","","","Tbg972.11.2410","","","TevSTIB805.11_01.2240"
"group_8860","","","2","2","1","1","3697","1","5669","","3185","3185","3185","","","","Tbg972.11.2560","","","TevSTIB805.11_01.2360"
"group_8862","","","2","2","1","1","3692","1","5673","","1865","1865","1865","","","","Tbg972.11.2870","","","TevSTIB805.11_01.2690"
"group_8864","","","2","2","1","1","3689","1","5677","","3110","3110","3110","","","","Tbg972.11.3150","","","TevSTIB805.11_01.2910"
"group_8865","","","2","2","1","1","3688","1","5679","","1931","1931","1931","","","","Tbg972.11.3210","","","TevSTIB805.11_01.2970"
"group_8866","","","2","2","1","1","3686","1","5680","","584","584","584","","","","Tbg972.11.3220","","","TevSTIB805.11_01.2980"
"group_8867","","","2","2","1","1","3685","1","5681","","1925","1925","1925","","","","Tbg972.11.3460","","","TevSTIB805.11_01.3210"
"group_8868","","","2","2","1","1","3684","1","5683","","1367","1367","1367","","","","Tbg972.11.3480","","","TevSTIB805.11_01.3220"
"group_8869","","","2","2","1","1","3682","1","5684","","1118","1118","1118","","","","Tbg972.11.3560","","","TevSTIB805.11_01.3300"
"group_8871","","","2","2","1","1","3680","1","5686","","416","416","416","","","","Tbg972.11.3720","","","TevSTIB805.11_01.3410"
"group_8872","","","2","2","1","1","3679","1","5687","","1067","1067","1067","","","","Tbg972.11.3750","","","TevSTIB805.11_01.3420"
"group_8873","","","2","2","1","1","3678","1","5688","","2729","2729","2729","","","","Tbg972.11.3800","","","TevSTIB805.11_01.3460"
"group_8874","","","2","2","1","1","3677","1","5689","","563","563","563","","","","Tbg972.11.3810","","","TevSTIB805.11_01.3470"
"group_8875","","","2","2","1","1","3676","1","5690","","2552","2552","2552","","","","Tbg972.11.3980","","","TevSTIB805.11_01.3630"
"group_8876","","","2","2","1","1","3675","1","5691","","725","725","725","","","","Tbg972.11.3990","","","TevSTIB805.11_01.3640"
"group_8877","","","2","2","1","1","3674","1","5692","","350","350","350","","","","Tbg972.11.4180","","","TevSTIB805.11_01.3800"
"group_8878","","","2","2","1","1","3670","1","5696","","1703","1703","1703","","","","Tbg972.11.4490","","","TevSTIB805.11_01.4000"
"group_8879","","","2","2","1","1","3669","1","5697","","1301","1301","1301","","","","Tbg972.11.4500","","","TevSTIB805.11_01.4010"
"group_888","","","2","2","1","2","232","2","119","","482","539","510","LdBPK_342620.1","LINF_340033900","","","","",""
"group_8880","","","2","2","1","1","3667","1","5699","","1556","1556","1556","","","","Tbg972.11.4600","","","TevSTIB805.11_01.4110"
"group_8881","","","2","2","1","1","3664","1","5702","","5024","5024","5024","","","","Tbg972.11.4650","","","TevSTIB805.11_01.4160"
"group_8882","","","2","2","1","1","3662","1","5704","","2765","2765","2765","","","","Tbg972.11.5140","","","TevSTIB805.11_01.4630"
"group_8884","","","2","2","1","1","3660","1","5705","","1322","1322","1322","","","","Tbg972.11.5270","","","TevSTIB805.11_01.4780"
"group_8885","","","2","2","1","1","3659","1","5706","","548","548","548","","","","Tbg972.11.5360","","","TevSTIB805.11_01.4870"
"group_8886","","","2","2","1","1","3658","1","5708","","998","998","998","","","","Tbg972.11.5370","","","TevSTIB805.11_01.4880"
"group_8888","","","2","2","1","1","3657","1","5709","","1682","1682","1682","","","","Tbg972.11.5520","","","TevSTIB805.11_01.5080"
"group_8889","","","2","2","1","1","3655","1","5710","","1178","1178","1178","","","","Tbg972.11.5530","","","TevSTIB805.11_01.5090"
"group_889","","","2","2","1","6","33","6","8","","485","485","485","","LINF_290036400","LmjF.29.2860","","","",""
"group_8892","","","2","2","1","1","3652","1","5988","","1970","1970","1970","","","","Tbg972.11.5990","","","TevSTIB805.11_01.5500"
"group_8894","","","2","2","1","1","3650","1","5989","","251","251","251","","","","Tbg972.11.6070","","","TevSTIB805.11_01.5580"
"group_8895","","","2","2","1","1","3649","1","5990","","1463","1463","1463","","","","Tbg972.11.6090","","","TevSTIB805.11_01.5590"
"group_8898","","","2","2","1","1","3645","1","5995","","1736","1736","1736","","","","Tbg972.11.7040","","","TevSTIB805.11_01.6440"
"group_8899","","","2","2","1","1","3643","1","5996","","809","809","809","","","","Tbg972.11.7050","","","TevSTIB805.11_01.6450"
"group_890","","","2","2","1","2","11","2","484","","254","773","513","LdBPK_342650.1","LINF_340034800","","","","",""
"group_8902","","","2","2","1","1","1684","1","5997","","890","890","890","","","","Tbg972.11.7200","","","TevSTIB805.11_01.6580"
"group_8903","","","2","2","1","1","1685","1","5998","","878","878","878","","","","Tbg972.11.7210","","","TevSTIB805.11_01.6590"
"group_8906","","","2","2","1","1","1686","1","6001","","2141","2141","2141","","","","Tbg972.11.7410","","","TevSTIB805.11_01.6780"
"group_8907","","","2","2","1","1","1687","1","6002","","1565","1565","1565","","","","Tbg972.11.7420","","","TevSTIB805.11_01.6790"
"group_8908","","","2","2","1","1","1688","1","6005","","1592","1592","1592","","","","Tbg972.11.7470","","","TevSTIB805.11_01.6800"
"group_8911","","","2","2","1","1","1689","1","6006","","1829","1829","1829","","","","Tbg972.11.7920","","","TevSTIB805.11_01.7190"
"group_8913","","","2","2","1","1","1690","1","6007","","374","374","374","","","","Tbg972.11.7970","","","TevSTIB805.11_01.7240"
"group_8914","","","2","2","1","1","1691","1","6008","","485","485","485","","","","Tbg972.11.7990","","","TevSTIB805.11_01.7250"
"group_8919","","","2","2","1","1","1696","1","6013","","1196","1196","1196","","","","Tbg972.11.8100","","","TevSTIB805.11_01.7360"
"group_8920","","","2","2","1","1","1697","1","6014","","1439","1439","1439","","","","Tbg972.11.8110","","","TevSTIB805.11_01.7370"
"group_8921","","","2","2","1","1","1698","1","6015","","401","401","401","","","","Tbg972.11.8320","","","TevSTIB805.11_01.7570"
"group_8922","","","2","2","1","1","1699","1","6017","","4403","4403","4403","","","","Tbg972.11.8330","","","TevSTIB805.11_01.7580"
"group_8926","","","2","2","1","1","1704","1","6169","","887","887","887","","","","Tbg972.11.8600","","","TevSTIB805.11_01.7820"
"group_8927","","","2","2","1","1","1705","1","6171","","1895","1895","1895","","","","Tbg972.11.8610","","","TevSTIB805.11_01.7830"
"group_8929","","","2","2","1","1","1707","1","6173","","743","743","743","","","","Tbg972.11.8660","","","TevSTIB805.11_01.7870"
"group_8931","","","2","2","1","1","1377","1","6175","","1643","1643","1643","","","","Tbg972.11.8920","","","TevSTIB805.11_01.8140"
"group_8932","","","2","2","1","1","1376","1","6176","","479","479","479","","","","Tbg972.11.8980","","","TevSTIB805.11_01.8200"
"group_8933","","","2","2","1","1","1375","1","6267","","1289","1289","1289","","","","Tbg972.11.8990","","","TevSTIB805.11_01.8210"
"group_8934","","","2","2","1","1","1311","1","6325","","2315","2315","2315","","","","Tbg972.11.9090","","","TevSTIB805.7.7540"
"group_8937","","","2","2","1","1","1315","1","6266","","2201","2201","2201","","","","Tbg972.11.9420","","","TevSTIB805.11_01.8560"
"group_8938","","","2","2","1","1","1319","1","6261","","1268","1268","1268","","","","Tbg972.11.9430","","","TevSTIB805.11_01.8580"
"group_8940","","","2","2","1","1","1321","1","6255","","899","899","899","","","","Tbg972.11.9620","","","TevSTIB805.11_01.8770"
"group_8941","","","2","2","1","1","1322","1","6254","","1370","1370","1370","","","","Tbg972.11.9630","","","TevSTIB805.11_01.8780"
"group_8942","","","2","2","1","1","1323","1","6253","","1466","1469","1467","","","","Tbg972.11.9850","","","TevSTIB805.11_01.9030"
"group_8943","","","2","2","1","1","1324","1","6252","","824","824","824","","","","Tbg972.11.9870","","","TevSTIB805.11_01.9040"
"group_8945","","","2","2","1","1","1327","1","6248","","4112","4112","4112","","","","Tbg972.11.10280","","","TevSTIB805.11_01.9440"
"group_8947","","","2","2","1","1","1330","1","6245","","1100","1100","1100","","","","Tbg972.11.10590","","","TevSTIB805.11_01.9710"
"group_8948","","","2","2","1","1","1333","1","6242","","1889","1889","1889","","","","Tbg972.11.10940","","","TevSTIB805.11_01.10050"
"group_8949","","","2","2","1","1","1334","1","6241","","740","740","740","","","","Tbg972.11.11000","","","TevSTIB805.11_01.10110"
"group_8950","","","2","2","1","1","1335","1","6240","","1751","1751","1751","","","","Tbg972.11.11050","","","TevSTIB805.11_01.10120"
"group_8951","","","2","2","1","1","1336","1","6239","","1202","1202","1202","","","","Tbg972.11.11100","","","TevSTIB805.11_01.10170"
"group_8952","","","2","2","1","1","1337","1","6238","","1355","1355","1355","","","","Tbg972.11.11110","","","TevSTIB805.11_01.10180"
"group_8953","","","2","2","1","1","1341","1","6232","","560","560","560","","","","Tbg972.11.11160","","","TevSTIB805.11_01.10240"
"group_8955","","","2","2","1","1","1347","1","6227","","1001","1001","1001","","","","Tbg972.11.11860","","","TevSTIB805.11_01.10890"
"group_8956","","","2","2","1","1","1348","1","6226","","2756","2756","2756","","","","Tbg972.11.12010","","","TevSTIB805.11_01.11040"
"group_8957","","","2","2","1","1","1349","1","6225","","3635","3635","3635","","","","Tbg972.11.12020","","","TevSTIB805.11_01.11050"
"group_8958","","","2","2","1","1","1350","1","6224","","953","953","953","","","","Tbg972.11.12230","","","TevSTIB805.11_01.11250"
